,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum
3102,daycare,5.35,1.87,20,3.39,2.43,18,4.92,2.6,24
3103,daydream,7.15,1.57,20,3.2,2.4,20,6.77,1.68,26
3104,daylight,6.95,1.48,41,4.05,2.84,20,5.88,2.34,48
3105,daytime,7.58,1.3,19,4,2.61,23,5.58,2.27,19
3106,daze,4.14,2.01,22,4.5,2.8,26,4.58,1.93,24
3107,dazzle,6.46,1.87,41,4.96,2.5,46,5.88,2.28,25
3108,dazzling,6.5,1.37,22,6.36,2.42,22,6.16,2.09,19
3109,deacon,5.09,1.6,22,3.87,2.32,23,5.11,2.05,19
3110,deactivate,3.95,1.36,20,4.58,2.76,24,6.19,1.96,27
3111,dead,2.02,1.39,42,3.91,2.15,23,2.66,2.22,44
3112,deadbeat,2.81,1.66,21,4.32,2.23,22,3.89,2.06,27
3113,deadline,3.19,1.4,21,5.74,2.56,23,4.53,2.39,19
3114,deadly,1.9,1.17,20,5.04,2.75,23,3.73,2.33,22
3115,deaf,3.19,2.18,21,4.27,2.41,22,2.86,1.88,21
3116,deafening,3.71,1.9,21,4.56,2.65,25,3.63,2.19,19
3117,deal,6.14,1.52,22,3.9,2.39,21,6.12,2.03,17
3118,dealer,4.18,1.99,22,5.42,2.24,19,5,2.24,21
3119,dealership,5.15,1.63,20,2.9,1.83,20,4.41,1.74,22
3120,death,1.89,1.24,19,5.53,2.62,43,3.42,2.36,19
3121,deathbed,1.79,1.87,19,4.05,2.77,22,2.96,2.14,27
3122,deathly,1.95,1.18,19,6.05,2.33,20,2.95,2.26,20
3123,debacle,4.2,2.02,20,4.78,2.24,23,4.06,2.39,18
3124,debatable,5.62,1.53,21,5.8,2.4,20,4.86,2.11,36
3125,debate,4.95,1.39,20,4.86,2.41,21,5.96,2.41,25
3126,debauchery,4.21,2.2,19,5.28,2.4,18,3.88,2.26,17
3127,debilitating,3,2.16,19,4.41,2.58,22,3,2.05,21
3128,debrief,4.59,1.4,22,3.61,2.29,23,5.58,2.14,19
3129,debriefing,5.05,1.82,20,3.48,1.47,21,5.41,2.38,34
3130,debris,4.2,1.74,20,4.23,2.29,22,4.68,1.97,19
3131,debt,1.95,0.97,21,5.93,2.58,43,3.71,2.56,48
3132,debut,5.81,1.89,21,3.41,1.99,22,5.52,1.99,27
3133,debutante,5,1.56,20,4.23,1.88,22,5.81,1.78,21
3134,decade,4.75,1.77,20,3.61,2.52,18,4.79,2.38,24
3135,decadence,5.21,2.66,19,4.32,2.5,22,6.12,2.11,24
3136,decadent,6.09,1.41,22,4.05,2.52,21,5.45,2.52,22
3137,decaf,3.62,1.88,21,3,1.97,20,5.41,2.94,22
3138,decathlon,4.67,1.33,18,4.5,2.71,18,5.71,2.14,17
3139,decay,2.4,1.57,20,4.59,2.59,22,2.84,2.01,19
3140,decaying,2.81,2.11,21,4.68,2.4,19,3.14,1.82,21
3141,deceased,2.73,2.07,22,4.86,2.94,21,2.64,2.28,22
3142,decedent,5.3,1.84,20,3.15,1.93,20,4.81,2.38,21
3143,deceit,2.89,2.02,19,5.62,1.94,21,4.24,2.22,25
3144,deceitful,2.6,1.67,20,5.18,2.56,22,4.11,2.28,27
3145,deceive,2.95,1.43,21,5.9,2.17,20,4.58,2.24,24
3146,decency,5.55,2.01,20,3.36,1.65,22,6.21,2.2,19
3147,decent,6.27,1.8,22,4.15,2.62,20,6.74,2.54,19
3148,deception,2.36,1.14,22,5.79,2.37,19,3.81,1.83,21
3149,deceptive,3.73,1.86,22,4.95,2.77,21,3.86,2.21,22
3150,decide,6.28,1.87,18,3.1,2.47,20,6.28,2.08,18
3151,decimal,4.68,1.17,22,3.35,2.3,26,5.52,2.37,23
3152,decimeter,4.82,1.22,22,2.5,1.7,20,4.76,1.92,21
3153,decipher,5.09,1.15,22,4.39,2.52,23,5.68,1.7,19
3154,decision,5.5,1.86,18,3.43,2.38,21,6.89,2.14,18
3155,decisive,6.78,1.52,18,3.95,2.46,20,5.76,1.92,25
3156,deck,5.68,1.67,22,3.25,2.31,20,5.38,1.94,21
3157,declaration,5.67,1.53,21,4.24,2.36,21,5.24,1.89,21
3158,declare,5.42,1.07,19,4.4,1.98,20,6.13,2.32,23
3159,decline,3.19,1.4,21,3.6,2.5,20,3.71,2.12,21
3160,deco,5.29,1.98,21,3.74,2.03,23,4.9,1.84,21
3161,decode,5.5,1.43,20,4.59,2.36,22,6.58,1.95,19
3162,decoder,6.21,1.65,19,3.43,2.42,21,5.57,2.18,28
3163,decompose,2.42,1.26,19,4.17,2.23,18,3.4,1.73,20
3164,decomposition,3.16,1.74,19,4,2.55,24,3.89,2.08,28
3165,decompress,4.43,1.57,21,3.52,2.37,25,4.79,2.02,19
3166,decompression,3.75,2,20,2.91,2.13,23,4.78,2.05,18
3167,decontamination,4.33,2.31,21,4.96,2.29,23,5,2.3,18
3168,decor,5.95,1.59,22,3.38,2.06,21,7.32,2.06,22
3169,decorate,6.26,1.59,38,4.33,2.46,21,6.95,1.9,20
3170,decoration,6.71,1.82,21,4.05,2.22,21,6.4,1.55,25
3171,decorative,7.52,1.47,21,4.76,2.26,25,6.45,2.04,22
3172,decorator,6.43,1.57,21,3.15,1.79,20,5.64,2.08,25
3173,decorum,5.5,1.85,20,2.91,1.87,22,5.73,2.24,26
3174,decoy,4.61,1.12,23,3.91,2.18,22,4.95,2.01,20
3175,decrease,4.16,1.42,19,3.05,1.81,22,3.68,2.08,22
3176,decree,5.33,1.65,21,3.9,2.63,20,4.53,2.4,34
3177,decrepit,3.05,1.5,20,4.83,2.53,23,3.46,1.88,28
3178,decryption,4.81,1.75,21,4.12,2.59,25,4.95,2.17,19
3179,dedicate,6.48,1.5,21,3.35,2.18,20,5.73,3.01,22
3180,dedication,7.38,1.02,21,4.36,2.18,25,7.18,1.62,22
3181,deduce,5.29,1.31,21,3.04,2.22,24,5.67,2.33,18
3182,deduct,4.24,2.05,21,4.11,2.18,19,4.86,2.24,21
3183,deductible,4.71,2.03,21,4.29,2.46,24,5,2.51,21
3184,deduction,5.14,1.96,21,3.23,2.02,22,5.22,2.17,27
3185,deed,5.89,1.37,18,3,1.59,20,5.92,2.06,25
3186,deejay,5.91,1.78,23,3.95,2.5,22,5.68,2.14,19
3187,deem,4.74,1.28,19,3.29,1.65,21,5.57,2.04,23
3188,deep,5.44,1.79,18,3.9,2.76,21,4.94,2.18,18
3189,deer,6.89,1.49,19,3.95,2.42,22,4.89,1.79,19
3190,defamation,2.9,1.41,20,5.62,1.94,21,2.56,1.64,25
3191,default,4.16,1.42,19,4.57,2.25,21,4.7,1.61,23
3192,defeat,3.74,1.79,19,4.14,2.49,22,3.87,2.36,23
3193,defeated,2.59,1.64,37,4.73,2.37,22,2.43,2.11,23
3194,defeatist,3.37,0.96,19,3.5,2.18,18,3.35,2.23,17
3195,defect,2.89,1.56,19,4.14,2.8,22,3.37,2.04,27
3196,defective,3.52,1.83,21,4.17,2.39,23,3.67,1.88,21
3197,defector,4.35,1.58,17,3.75,2.84,20,4.52,1.83,25
3198,defend,6.3,1.84,20,4.55,2.26,20,6.64,2.13,22
3199,defendant,4.05,1.51,19,4.14,2.43,21,3.95,2.46,20
3200,defender,5.05,2.25,19,3.76,1.97,21,4.9,2.4,20
3201,defense,5.36,1.84,22,5.11,2.62,19,5.53,2.59,19
3202,defenseless,2.68,1.42,19,4.9,2.07,20,3.95,2.35,20
3203,defensive,4.65,1.81,20,4.28,2.95,18,4.08,2.6,24
3204,defer,4.5,1.04,18,2.7,2.03,20,4.08,1.55,25
3205,defiance,4.15,1.9,20,5.86,2.33,21,5.44,2.73,34
3206,defiant,4.12,2.15,40,5.9,1.64,21,6.02,2.69,48
3207,defibrillator,3.45,1.68,22,5,2.31,22,5.05,2.41,19
3208,deficiency,2.74,1.24,19,4.2,2.53,20,4.15,2.64,20
3209,deficient,3.63,1.21,19,3.56,2.01,18,3.88,2.2,17
3210,deficit,2.95,1.83,21,4.19,2.56,21,4.18,2.3,22
3211,define,5.57,1.57,21,3.95,2.5,20,5.31,1.97,36
3212,definite,5.79,1.18,19,4.19,1.94,21,5.39,2.76,23
3213,definition,5.63,2.09,19,3.14,2.44,22,5.68,1.76,28
3214,definitive,5.57,1.89,21,3.83,1.77,23,5.24,2.21,21
3215,deflect,5.1,1.22,21,3.68,2.48,25,5.37,2.81,19
3216,deformed,2.26,1.1,19,4.27,2.19,45,3.05,1.99,44
3217,deformity,3.18,1.65,22,4.71,2.39,21,3.82,2.38,22
3218,defrost,4.86,1.49,21,3.48,2.27,23,5.81,1.55,26
3219,deft,4.67,1.71,21,3,2.25,20,5.32,2.45,19
3220,defuse,5.78,2.32,18,4.68,2.15,22,5.77,2.11,22
3221,defy,4.84,1.46,19,5.43,2.18,21,5.3,2.2,23
3222,degenerate,2.7,1.3,20,4.68,2.36,19,2.95,1.5,22
3223,degeneration,3.48,1.57,21,4.18,2.3,22,3.67,1.85,21
3224,degradation,2.85,1.09,20,4.26,2.54,23,3.39,1.79,18
3225,degrade,2.62,1.16,21,4.95,2.44,21,4.4,2.52,25
3226,degree,5.63,1.12,19,4.1,1.92,21,5,2.15,23
3227,dehydration,3.38,1.96,21,4.68,2.82,25,3.32,2.63,19
3228,delay,3.45,1.76,20,3,2.29,20,3.68,2.01,25
3229,delayed,3.05,1.39,19,4.05,2.25,43,3.27,1.67,22
3230,delegate,5.15,1.5,20,3.72,2.35,18,6.32,2.03,22
3231,delegation,5.2,0.89,20,3.62,1.8,21,5.76,2.37,25
3232,delete,4,1.52,20,3.71,2.24,21,5.39,2.84,33
3233,deli,5.42,2.12,24,4.3,2.29,23,4.79,1.93,19
3234,deliberate,4.8,1.06,20,3.48,2.18,21,6.12,2.11,25
3235,deliberation,5.19,1.54,21,3.95,2.84,20,4.8,2.19,35
3236,delicacy,7,1.67,21,5,2.62,24,5.52,2.42,21
3237,delicate,6.38,1.69,21,3.09,2.21,23,5.04,2.07,26
3238,delicatessen,6.4,1.7,20,4.45,2.86,20,6.54,1.86,26
3239,delicious,7.38,1.83,21,4.92,2.92,24,5.8,2.55,20
3240,delight,8.21,0.92,19,5.02,2.69,43,7.29,1.63,24
3241,delighted,7.74,1.05,19,5,2.28,21,6.22,2.24,23
3242,delightful,7.38,1.83,21,6.16,2.75,19,6.76,1.79,21
3243,delinquency,2.55,1.23,20,5.27,2.1,22,4.14,1.96,21
3244,delinquent,3.45,1.57,20,4.9,2.43,20,2.86,1.8,21
3245,delirious,4.32,1.49,19,5.81,2.46,21,4.61,1.92,23
3246,delirium,3.4,1.6,20,4.94,2.82,18,3.27,1.88,22
3247,deliver,6,2,22,4.75,2.31,20,6.74,2.49,19
3248,deliverance,5.73,1.93,22,3.95,2.29,21,6.05,1.62,22
3249,delivery,6,1.14,18,4.04,2.27,24,5.37,2.66,27
3250,delta,5.3,1.45,20,3.32,2.15,22,6.15,2.23,27
3251,delude,3.62,1.2,21,3.95,2.08,22,4.35,1.9,26
3252,deluge,4.1,1.89,21,4.7,2.49,23,4.11,2.68,18
3253,delusion,3.3,1.84,20,4.6,2.19,20,3.91,2.72,34
3254,delusional,3.29,2.12,21,5.8,1.94,20,3.81,2.73,21
3255,deluxe,6.76,1.58,21,4.96,2.35,25,6.59,1.94,22
3256,demand,4.1,1.73,21,5.85,2.06,20,5.14,2.48,21
3257,demeaning,2.62,1.28,21,3.74,2.53,23,4.17,2.71,18
3258,demeanor,5.32,1.57,19,2.9,1.58,21,5.3,2.32,23
3259,demented,3.11,1.79,19,4.86,2.4,22,4.36,2.5,22
3260,dementia,2.85,1.57,20,5.05,2.46,22,1.68,0.95,19
3261,demise,3,1.67,19,4.18,2.13,22,3.17,2.06,24
3262,demo,5.65,1.63,20,3.91,2.02,22,5.57,1.69,21
3263,democracy,6.16,2.57,19,5.05,2.48,22,5.58,2.67,19
3264,democrat,5.54,2.36,24,5.65,2.5,20,5.61,2.33,36
3265,democratic,5.7,1.63,20,4.33,2.35,21,6.62,2.53,24
3266,demographic,4.41,1.74,22,3.73,2.03,22,5.75,2.49,20
3267,demolish,2.67,1.74,21,4.5,1.82,24,4.45,2.54,22
3268,demolition,3.91,2.24,22,5.23,2.67,26,4.38,2.73,24
3269,demon,3,2.32,40,5.34,2.8,47,3.4,2.35,45
3270,demonic,3.05,2.33,20,6.24,2.07,21,3.52,2.42,25
3271,demonstrate,5.47,2.12,19,4.14,3,21,6,1.83,28
3272,demonstration,5.5,1.29,18,3.53,1.9,19,5.2,2.04,25
3273,demure,4.55,1.15,20,3.35,2.06,23,5.81,1.44,21
3274,den,5.11,1.7,19,2.86,1.88,22,5.68,1.89,22
3275,deniability,3.89,1.49,18,4.5,2.47,24,5.71,2.14,28
3276,denial,3.57,1.78,21,4.85,2.46,20,4.05,1.99,21
3277,denim,6,1.63,19,3.67,2.18,21,5.76,2.14,21
3278,denominator,4.61,1.67,23,4.09,2.45,22,5.25,1.71,20
3279,denounce,4.24,1.55,21,4.08,2.56,25,4,1.94,19
3280,dense,4.68,1.83,19,3.59,1.53,22,5.08,1.95,24
3281,density,5.15,0.99,20,3.55,2.44,20,4.55,1.6,22
3282,dent,3.52,1.21,21,3.46,2.75,24,4.95,2.27,19
3283,dental,4.73,2.05,22,4.79,2.18,19,3.62,2.58,21
3284,dentist,3.84,1.81,38,4.37,2.58,38,4.7,2.74,20
3285,deny,3.81,1.72,21,5.63,2.39,19,4.29,2.35,21
3286,deodorant,6.09,1.72,22,3.73,2.05,26,6.33,2.06,24
3287,depart,4.05,1.5,20,3.9,2.29,20,4.36,2.06,22
3288,department,5.33,1.46,18,2.5,1.82,20,4.83,1.69,18
3289,departmental,4.67,1.11,21,4.12,2.63,24,4.71,2.63,21
3290,departure,4.05,1.66,21,3.65,2.85,20,5.09,2.64,22
3291,depend,5,1.63,22,4.45,2.21,20,6.21,2.44,19
3292,dependable,7.24,1.34,21,3.5,3.06,24,6.3,2.85,20
3293,dependence,3.6,1.57,20,3.55,1.63,22,4,2.98,19
3294,dependency,3.71,2.24,21,4.26,2.34,23,3.71,2.17,21
3295,dependent,4.5,1.73,20,3.73,2.27,22,4.37,2.98,27
3296,depict,4.74,1.33,19,3.88,1.96,17,5.71,2.02,17
3297,deplorable,3.9,2.15,20,4.73,2.19,22,4,1.73,21
3298,deploy,4.25,1.97,20,4.96,2.36,23,4.9,2.02,21
3299,deployment,3.32,1.8,19,5.95,2.19,20,3.71,2.12,24
3300,deport,3.14,1.71,21,3.84,2.36,19,3.73,2.76,22
3301,deportation,3.57,2.04,21,4.42,2.3,26,4.04,2.4,24
3302,depose,4.2,1.61,20,4.3,2.03,20,5,1.47,26
3303,deposit,6.25,2.05,20,4.5,2.63,22,6.37,2.54,27
3304,deposition,3.53,1.71,19,4.18,2.2,22,4.12,1.92,24
3305,depository,4.76,1.67,21,4.05,2.76,20,5.58,2.35,36
3306,depot,5.18,1.53,22,3.19,1.94,21,5.45,1.65,22
3307,depravity,3.05,1.65,19,4.36,2.87,22,3.89,1.94,19
3308,depress,2.47,2.01,19,3.14,1.46,22,3.67,2.41,24
3309,depressed,2.27,1.48,40,4.25,3.24,20,3.91,2.82,54
3310,depressing,2.48,1.69,21,3,2.11,19,3.57,2.31,21
3311,depression,2.44,1.87,43,5.2,2.09,20,3.33,2.38,18
3312,depressive,2.64,1.4,22,3.48,2.38,21,3.64,2.17,22
3313,deprivation,2.58,1.5,19,4.57,1.91,21,3.38,2.24,34
3314,deprive,3.37,1.3,19,3.72,2.19,18,4.24,2.61,17
3315,depth,5.8,1.32,20,4.35,2.3,20,5.24,2.37,25
3316,deputy,5.3,1.42,20,4.05,2.31,21,5.52,2.74,27
3317,derail,3.86,1.56,21,4.85,2.87,20,4.22,2.27,36
3318,derelict,3.78,1.75,41,4.4,2.57,43,4.22,1.63,18
3319,derivative,4.7,1.95,20,3.72,2.35,18,4.59,1.82,22
3320,derive,4.72,2.05,18,2.9,1.92,20,5.95,2.01,20
3321,dermatologist,6,1.94,19,3.61,2.29,23,4.53,1.71,19
3322,derogatory,2.7,1.34,20,3.95,2.06,20,3.68,2.23,22
3323,descend,4.67,1.2,21,3.17,2.37,24,5.4,2.23,20
3324,descendant,5.26,1.94,19,4.24,1.73,21,5.48,1.44,23
3325,descent,5.3,1.75,20,3.9,2.19,21,4.32,1.97,25
3326,describe,5.9,1.12,20,2.95,1.85,20,5.55,1.79,22
3327,description,5.24,1.51,21,3.64,2.13,22,5.54,1.53,26
3328,descriptive,5.74,1.79,19,3.45,2.13,22,6.48,1.93,23
3329,desecrate,3.05,1.43,20,4.12,2.76,24,4.1,2,20
3330,desecration,2.94,1.71,17,5.1,2.77,20,3.84,1.77,25
3331,desert,5.36,2.75,22,3.5,2.33,20,5.58,3.04,19
3332,deserter,3.27,1.84,40,4.97,2.28,40,4.31,2.6,48
3333,desertion,4,1.58,21,3.67,2.58,24,4.05,2.33,20
3334,deserve,6.77,2.02,22,4.5,1.88,20,6.32,2.36,19
3335,deserving,6.7,1.56,20,4.35,2.19,26,7.17,1.53,23
3336,design,6.8,1.77,20,3.95,2.65,21,5.8,2.36,25
3337,designate,5.62,1.66,21,4.6,2.74,20,5.61,2.23,36
3338,designated,5.1,1.26,21,3.85,1.93,20,5.14,2.37,21
3339,designer,5.57,2.2,21,5,2.64,20,5.44,2.06,36
3340,desirable,6.95,1.58,19,6.25,2.69,20,6.15,1.42,20
3341,desire,7.05,1.75,19,6.2,2.33,20,6.07,1.92,42
3342,desist,4.27,1.72,22,3.84,1.83,19,4.43,2.16,21
3343,desk,5.56,1.72,18,2.45,1.67,20,5.72,1.96,18
3344,desolate,2.95,1.65,19,3.22,1.8,18,2.94,1.82,17
3345,desolation,2.91,1.41,22,4.04,2.2,26,4.25,2.75,24
3346,despair,3.61,2.08,23,4.64,2.63,22,4.05,2.15,19
3347,despairing,3,1.91,43,4.91,2.07,22,3.64,2.38,22
3348,desperado,4.4,1.23,20,3.41,2.4,17,4.14,1.96,21
3349,desperate,3.19,1.47,21,5,2.52,23,3.21,2.12,19
3350,desperation,2.55,1.39,20,6.3,2.43,20,4,2.26,26
3351,despicable,2.76,1.45,21,4.86,2.42,22,3.24,1.95,21
3352,despise,3.08,1.58,39,4.77,2.22,22,4.38,2.36,45
3353,despondent,3.81,1.54,21,4.64,2.34,22,3.46,1.33,26
3354,dessert,7.2,1.7,20,5.5,3.11,18,5.73,2.16,26
3355,destination,6.4,1.19,20,4.57,2.87,21,6.52,1.9,25
3356,destiny,6.73,1.91,22,4.76,2.55,21,5.45,2.2,22
3357,destitute,2.11,1.41,19,4.2,2.14,20,4.3,2.7,23
3358,destroy,2.67,2.3,18,5.16,2.85,45,4.3,2.68,43
3359,destroyer,2.16,1.38,19,6.09,2.33,22,3.67,2.43,24
3360,destruct,3.5,1.57,22,6.09,2.47,23,4.42,2.46,19
3361,destruction,2.53,1.17,19,5.62,2.6,45,3.78,2.76,18
3362,destructive,3.11,1.66,19,6.38,1.56,21,4.85,2.56,33
3363,detach,4.5,1.77,22,3.19,1.94,21,5.5,2.11,22
3364,detached,3.65,1.31,20,3.6,2.38,47,4.95,2.25,19
3365,detachment,4.3,1.56,20,3.32,2.44,22,5.93,2.5,27
3366,detail,5.67,1.79,40,3.81,2.09,21,7.14,1.61,22
3367,detailed,6.1,1.73,21,4.35,2.28,20,5.47,2.08,36
3368,detain,3,1.38,21,4.25,2.36,20,4.86,2.9,21
3369,detect,5.09,1.19,22,4.57,2.56,23,6.32,2.08,19
3370,detection,4.63,1.21,19,3.95,2.09,21,5.11,2.08,19
3371,detective,5.06,1.95,18,4.55,2.58,20,4.39,1.97,18
3372,detector,4.42,0.84,19,4.52,1.97,21,5.59,2.36,22
3373,detention,3.28,1.99,18,4.57,2.52,21,4.2,2.44,20
3374,deter,4.05,1.22,19,3.86,1.82,21,5.13,2.26,23
3375,detergent,5.42,1.46,19,3.25,2.38,20,5.6,1.76,20
3376,deteriorate,3.64,1.56,22,4.86,2.55,22,3.85,2.46,20
3377,deteriorating,2.63,1.3,19,5.52,2.15,23,4.18,2.25,28
3378,deterioration,2.89,1.41,19,5,2.35,21,2.73,1.93,22
3379,determination,7.58,1.35,19,5.52,2.23,23,7.06,2.15,18
3380,determine,6,1.86,19,4.68,2.51,22,7.09,1.63,22
3381,deterrent,4.58,1.61,19,4.23,2.05,22,4.89,1.79,19
3382,detest,3.05,1.61,19,5.09,2.09,22,4.65,2.55,54
3383,detonate,3.26,1.63,19,6.1,2.49,21,3.33,2.01,24
3384,detonation,3.4,1.76,20,4.83,2.58,24,5,2.45,28
3385,detonator,4.3,1.66,20,5.39,2.27,23,5.29,2.22,21
3386,detour,3.86,1.93,22,4.58,2.29,19,4.05,1.88,21
3387,detriment,3.67,1.77,21,4.4,2.7,20,4.47,2.48,34
3388,deuce,4.53,2.06,19,3.5,1.82,22,4.96,1.8,23
3389,deutschmark,4.42,2.24,19,3.23,2.52,22,4.25,1.84,28
3390,devastating,2.09,1.31,22,5.5,2.69,26,3.96,2.16,23
3391,devastation,2.91,2.07,22,5.48,2.46,21,3.09,1.85,22
3392,develop,6.05,1.18,19,4.5,2.09,22,6.71,1.45,21
3393,developer,5.89,1.15,19,3.75,2.53,20,5.29,2.1,24
3394,development,5.25,1.45,20,4.23,2.16,22,6.68,1.53,19
3395,deviant,3.35,1.53,20,5.62,2.09,21,4.38,2.37,34
3396,deviate,5.1,1.79,21,4.27,2.43,22,5.19,2.71,21
3397,deviation,4.9,1.45,21,4.7,2.56,20,4.94,2.36,34
3398,device,5.79,1.65,19,3.42,2.34,19,5.95,1.61,19
3399,devil,3.11,2.45,36,5.4,3.06,43,3.84,2.56,43
3400,deviled,3.37,1.67,19,4.24,2.17,21,4.25,2,20
3401,devilish,4.22,2.26,18,6.38,2.2,24,5.43,2.27,28
3402,devious,3.57,1.66,21,3.83,2.62,23,5.16,2.5,19
3403,devise,4.45,1.23,20,4.48,2.02,21,5.15,2.74,34
3404,devoid,3.61,1.33,18,3.22,1.83,18,3.82,1.81,17
3405,devote,5.53,2.17,19,4.05,1.94,22,7.05,1.78,19
3406,devoted,7.16,1.71,19,4.22,2.11,23,6.21,2.02,19
3407,devotion,6,1.83,22,4.73,2.49,22,6.3,2.27,20
3408,devour,5.21,1.87,19,6.06,2.36,18,4.95,2.63,22
3409,devout,4.48,2.04,21,4.13,2.3,23,5.89,2.03,18
3410,dew,4.79,1.75,19,3.04,1.8,23,5.67,2.08,21
3411,dexterity,6.35,1.37,17,3.26,2.23,19,6.08,1.93,25
3412,diabetes,2.74,2.35,19,4.04,2.42,23,3.11,1.53,18
3413,diabetic,3,1.72,24,3.86,2.25,22,2.73,1.72,22
3414,diabolical,3.23,1.69,22,5.32,2.98,22,3.3,2.53,23
3415,diagnose,5,1.2,19,3.72,2.11,18,4.71,1.99,17
3416,diagnosis,4.62,1.77,21,4,2.7,21,3.55,2.11,22
3417,diagnostic,4.81,1.97,21,4.57,1.83,23,4.33,1.91,21
3418,diagonal,5.17,0.71,18,3.29,1.82,21,5.13,2.1,23
3419,diagram,5.47,0.84,19,3.71,1.74,21,6.13,1.69,23
3420,dial,4.63,1.54,19,3.76,1.87,21,6.89,1.73,19
3421,dialect,6,1.41,20,4.26,2.38,19,5.35,2.12,26
3422,dialogue,6.25,1.89,20,2.86,1.9,21,5,1.78,25
3423,dialysis,3.24,1.89,21,4.91,2.23,23,3.23,2.16,26
3424,diameter,4.76,1.34,21,4.04,1.87,23,5.28,2.16,18
3425,diamond,6.88,1.99,40,5.82,2.57,45,5.64,2.39,42
3426,diaper,3.71,1.74,21,3.41,1.87,22,4.14,1.91,22
3427,diaphragm,4.67,1.65,21,3.96,2.5,23,5.24,2.03,25
3428,diarrhea,2.1,1.8,20,6.85,2.03,20,2.58,1.92,26
3429,diary,6,1.2,19,3.73,2.19,22,6.86,2.19,22
3430,dib,5,1.7,19,3.05,2.11,20,6,1.69,20
3431,dibs,5.21,1.75,19,4.62,2.11,21,5.35,2.18,20
3432,dice,5.8,1.15,20,4.64,2.17,22,4.56,2.45,27
3433,dicey,4.24,1.79,21,4.7,2.05,20,4.29,2.63,21
3434,dick,3.06,1.76,18,5.6,2.96,20,3.44,2.01,18
3435,dickhead,2.6,1.96,20,5.26,2.08,19,3.5,2.44,22
3436,dictate,4.4,1.88,20,3.24,2,21,4.96,2.64,25
3437,dictation,4.26,1.37,19,2.94,2.01,18,4.47,2.03,17
3438,dictator,2.77,2.18,22,5.5,2.44,22,4.19,2.66,21
3439,dictatorship,2.62,1.96,21,6.38,1.75,21,2.76,2.09,25
3440,diction,4.85,1.27,20,3.73,2.25,22,6.05,1.83,21
3441,dictionary,6.05,2.04,20,2.91,1.95,23,5.88,2.55,17
3442,diddle,4.75,1.77,20,3.15,1.9,20,4.95,1.36,22
3443,die,1.67,1.65,21,6.9,2.21,21,3.28,2.52,18
3444,diesel,4.32,1.53,19,3.78,1.96,18,5.29,2.26,17
3445,diet,4.42,1.3,19,3.83,2.09,18,5.29,2.37,17
3446,differ,5.1,1.97,21,3.26,2.43,23,5.47,2.32,17
3447,difference,4.89,1.75,18,3.15,2.23,20,5.44,1.92,18
3448,different,5.91,1.8,22,3.95,2.2,21,6.47,1.81,17
3449,differential,4,1.54,22,3.62,2.13,21,5.05,1.46,22
3450,difficult,3.78,1.7,18,4.45,2.35,20,3.78,2.05,18
3451,difficulty,2.57,1.6,21,4.21,2.62,19,4.64,2.79,22
3452,diffuse,5.04,1.69,23,3.86,2.53,22,4.75,2.24,20
3453,dig,5.28,1.81,18,3.67,2.59,21,4.67,2.33,18
3454,digest,4.74,1.76,23,2.9,1.7,21,4.92,2.47,24
3455,digestion,4.5,1.22,22,3.86,2.32,22,5.21,2.12,19
3456,digestive,5,1.3,21,4,2.25,20,4.71,2.05,21
3457,digit,4.84,1.46,19,3.05,1.83,21,4.35,2.39,20
3458,digital,6,2.1,21,4.36,2.22,25,5.82,2.13,22
3459,dignified,6.55,1.56,42,3.48,2.06,42,6.25,2.07,20
3460,dignify,5.68,2.03,19,4.24,2.05,21,5.78,1.98,23
3461,dignity,7.2,1.47,20,3.71,1.98,21,6.85,2.11,34
3462,dike,4.22,2.1,18,4.85,2.78,20,4.92,2.26,24
3463,dilation,5.16,1.57,19,4.14,1.96,22,4.19,1.94,21
3464,dildo,4.57,2.86,21,5.09,2.65,22,5.48,2.44,27
3465,dilemma,4.24,2.32,21,5.19,2.56,21,2.96,1.85,24
3466,diligence,5.68,1.57,19,4.63,2.45,19,6.85,2.13,20
3467,diligent,6.14,1.59,21,4.33,2.82,24,7.05,2.17,19
3468,dill,5.85,2.03,20,3.25,2.2,20,5.76,1.61,25
3469,dim,3.37,1.38,19,3.55,2.31,20,4.83,2.1,23
3470,dime,5.58,1.89,19,3.52,2.34,21,5.32,2.79,19
3471,dimension,5.24,1.73,21,3.73,2.05,22,5,2.02,22
3472,dimensional,6.16,1.5,19,3.41,2.3,22,4.79,1.69,28
3473,diminish,4.05,1.15,20,3.87,1.87,23,5.05,2.35,20
3474,diminutive,4.42,1.92,19,3.5,2.16,20,4.62,2.29,21
3475,dimwit,3.48,2.09,21,3.5,2.11,22,3.95,1.65,22
3476,dine,6.6,1.1,20,4,2.08,20,6.05,1.84,22
3477,diner,6.75,1.52,20,4.04,2.33,23,6.43,1.8,21
3478,dinghy,4.82,1.76,22,4.17,2.12,18,4.67,2.22,21
3479,dingo,5.65,1.76,20,4.25,2.07,20,4.8,2.24,25
3480,dingy,3.45,1.63,22,4.57,2.54,23,4.89,1.94,19
3481,dining,6.77,1.38,22,4.7,2.57,23,6.63,1.71,19
3482,dinky,4.1,1.29,20,3.67,2.03,21,4.19,1.83,21
